id_producto,nombre,marca,color,precio_actual,precio_anterior,moneda,en_descuento,es_nuevo,venta_rapida,promocion,url_producto,url_imagen
210131640,ASOS DESIGN paneled sneakers in taupe suede and stone leather,ASOS DESIGN,Taupe & White,56.0,79.99,USD,True,False,False,False,asos-design/asos-design-paneled-sneakers-in-taupe-suede-and-stone-leather/prd/210131640#colourWayId-210131641,images.asos-media.com/products/asos-design-paneled-sneakers-in-taupe-suede-and-stone-leather/210131640-1-taupewhite
210457818,adidas Originals Samba OG sneakers in khaki croc,adidas Originals,Khaki,110.0,,USD,False,False,False,False,adidas-originals/adidas-originals-samba-og-sneakers-in-khaki-croc/prd/210457818#colourWayId-210457823,images.asos-media.com/products/adidas-originals-samba-og-sneakers-in-khaki-croc/210457818-1-khaki
210899776,NOAK made In Portugal penny loafers with coin detail and raffia apron in black leather,Noak,BLACK & WHITE RAFFIA,135.0,,USD,False,False,False,False,noak/noak-made-in-portugal-penny-loafers-with-coin-detail-and-raffia-apron-in-black-leather/prd/210899776#colourWayId-210899786,images.asos-media.com/products/noak-made-in-portugal-penny-loafers-with-coin-detail-and-raffia-apron-in-black-leather/210899776-1-blackwhiteraffia
211192447,Mango real suede driver shoes in tan,Mango,TAN,119.99,,USD,False,False,False,False,mango/mango-real-suede-driver-shoes-in-tan/prd/211192447#colourWayId-211192453,images.asos-media.com/products/mango-real-suede-driver-shoes-in-tan/211192447-1-tan
209792349,Walk London Roma boat shoe in tan suede,WALK LONDON,Tan,128.0,,USD,False,False,False,False,walk-london/walk-london-roma-boat-shoe-in-tan-suede/prd/209792349#colourWayId-209792358,images.asos-media.com/products/walk-london-roma-boat-shoe-in-tan-suede/209792349-1-tan
209874304,ASOS DESIGN penny loafers with snaffle detail in stone hairy suede,ASOS DESIGN,STONE,79.99,,USD,False,False,False,False,asos-design/asos-design-penny-loafers-with-snaffle-detail-in-stone-hairy-suede/prd/209874304#colourWayId-209874307,images.asos-media.com/products/asos-design-penny-loafers-with-snaffle-detail-in-stone-hairy-suede/209874304-1-stone
210223751,ASOS DESIGN lace up derby shoes in black leather,ASOS DESIGN,Black,99.99,,USD,False,False,False,False,asos-design/asos-design-lace-up-derby-shoes-in-black-leather/prd/210223751#colourWayId-210223767,images.asos-media.com/products/asos-design-lace-up-derby-shoes-in-black-leather/210223751-1-black
210223780,ASOS DESIGN lace up brogue shoes in tan polished leather,ASOS DESIGN,TAN,109.0,,USD,False,False,False,False,asos-design/asos-design-lace-up-brogue-shoes-in-tan-polished-leather/prd/210223780#colourWayId-210223788,images.asos-media.com/products/asos-design-lace-up-brogue-shoes-in-tan-polished-leather/210223780-1-tan
210223953,ASOS DESIGN lace up derby shoes in brown leather,ASOS DESIGN,BROWN,99.99,,USD,False,False,False,False,asos-design/asos-design-lace-up-derby-shoes-in-brown-leather/prd/210223953#colourWayId-210223954,images.asos-media.com/products/asos-design-lace-up-derby-shoes-in-brown-leather/210223953-1-brown
210555123,Calvin Klein runner sneakers in gray and navy,Calvin Klein,Gray/teal,139.0,,USD,False,False,False,False,calvin-klein/calvin-klein-runner-sneakers-in-gray-and-navy/prd/210555123#colourWayId-210555124,images.asos-media.com/products/calvin-klein-runner-sneakers-in-gray-and-navy/210555123-1-grayteal
210555138,Calvin Klein classic cupsole sneakers in white,Calvin Klein,Bright White,114.0,,USD,False,False,True,False,calvin-klein/calvin-klein-classic-cupsole-sneakers-in-white/prd/210555138#colourWayId-210555139,images.asos-media.com/products/calvin-klein-classic-cupsole-sneakers-in-white/210555138-1-brightwhite
210576278,ASOS DESIGN cuban heeled chelsea boots with buckle detail in taupe,ASOS DESIGN,Taupe,94.99,,USD,False,False,False,False,asos-design/asos-design-cuban-heeled-chelsea-boots-with-buckle-detail-in-taupe/prd/210576278#colourWayId-210576282,images.asos-media.com/products/asos-design-cuban-heeled-chelsea-boots-with-buckle-detail-in-taupe/210576278-1-taupe
210457080,adidas Stan Smith sneakers in white and green,adidas Originals,WHITE,100.0,,USD,False,False,False,False,adidas-originals/adidas-stan-smith-sneakers-in-white-and-green/prd/210457080#colourWayId-210457085,images.asos-media.com/products/adidas-stan-smith-sneakers-in-white-and-green/210457080-1-white
210291640,BOSS aryeh slides in white,BOSS Orange,Natural,85.0,,USD,False,False,False,False,boss-orange/boss-aryeh-slides-in-white/prd/210291640#colourWayId-210291642,images.asos-media.com/products/boss-aryeh-slides-in-white/210291640-1-natural
210396526,Jack & Jones suede flip flops in khaki,Jack & Jones,Olive night,44.95,,USD,False,False,False,False,jack-jones/jack-jones-suede-flip-flops-in-khaki/prd/210396526#colourWayId-210396530,images.asos-media.com/products/jack-jones-suede-flip-flops-in-khaki/210396526-1-olivenight
210442535,adidas Running Adizero Evo SL sneakers in off white and brown,adidas performance,IVORY,150.0,,USD,False,False,False,False,adidas-performance/adidas-running-adizero-evo-sl-sneakers-in-off-white-and-brown/prd/210442535#colourWayId-210442538,images.asos-media.com/products/adidas-running-adizero-evo-sl-sneakers-in-off-white-and-brown/210442535-1-ivory
210442647,adidas Running Adizero Evo SL sneakers in gray and silver,adidas performance,Gray,150.0,,USD,False,False,False,False,adidas-performance/adidas-running-adizero-evo-sl-sneakers-in-gray-and-silver/prd/210442647#colourWayId-210442655,images.asos-media.com/products/adidas-running-adizero-evo-sl-sneakers-in-gray-and-silver/210442647-1-grey
