id_producto,nombre,marca,color,precio_actual,precio_minimo,precio_maximo,moneda,disponibilidad,proximamente,es_nuevo,en_linea,categoria,tallas_disponibles,cantidad_tallas,stock_total_api,url_producto,url_imagen,fuente
1363829001,Bubble-Hem Crop Top,H&M,Cream,24.99,24.99,24.99,USD,Available,False,True,True,ladies_tops_croppedtops,"L, M",2,4,https://www2.hm.com/en_us/productpage.1363829001.html,https://image.hm.com/assets/hm/da/b3/dab381e84b9516e5a932ebb15f88b9ce2ad5cd58.jpg,H&M
1309848008,Barrel-Leg High-Waist Jeans,H&M,Light beige,39.99,39.99,39.99,USD,Available,False,False,True,ladies_jeans_barrel,"16, 14, 8, 6, 12, 10, 0, 20, 4, 2, 18",11,22,https://www2.hm.com/en_us/productpage.1309848008.html,https://image.hm.com/assets/hm/72/c7/72c76771393f7799494f7bbdae7fc8bd217a8122.jpg,H&M
1225768001,Long Cotton Shirt,H&M,White,24.99,24.99,24.99,USD,Available,False,False,True,ladies_shirtsblouses_shirts,"M, L",2,4,https://www2.hm.com/en_us/productpage.1225768001.html,https://image.hm.com/assets/hm/94/39/9439a1660a199819932c8f8902375400cf4e2251.jpg,H&M
1045459082,Harper High Rise Wide Leg Jeans,H&M,White,34.99,34.99,34.99,USD,Available,False,False,True,ladies_jeans_wide,"20, 18, 22, 6, 10, 8, 14, 12, 16",9,18,https://www2.hm.com/en_us/productpage.1045459082.html,https://image.hm.com/assets/hm/7b/e7/7be78d125644278444eb481e40d8ba5bbc8eb09d.jpg,H&M
1337544002,Denim Drawstring Pants,H&M,Light denim blue,29.99,29.99,29.99,USD,Available,False,False,True,ladies_jeans_wide,"L, M, S, XS",4,8,https://www2.hm.com/en_us/productpage.1337544002.html,https://image.hm.com/assets/hm/ed/13/ed135a1140791a6ad22e5d76ea34c737d224dd34.jpg,H&M
1296040024,Fitted Cotton T-Shirt,H&M,White/Golden Hour,9.99,9.99,9.99,USD,Available,False,False,True,ladies_tops_shortsleeve,"XXL, L, XL, S, M, XS",6,12,https://www2.hm.com/en_us/productpage.1296040024.html,https://image.hm.com/assets/hm/40/88/40880feba8093cca805f19e27572aca39c4a8052.jpg,H&M
1216645001,Wide-cut Pull-on Pants,H&M,Black,19.99,19.99,19.99,USD,Available,False,False,True,ladies_trousers_drawstring,"XL, L, XXL, XS, XXS, M, S",7,14,https://www2.hm.com/en_us/productpage.1216645001.html,https://image.hm.com/assets/hm/64/2a/642a34afd6e27ae5e42086dabc91c76ac9f44cfb.jpg,H&M
1342781001,Dressy Barrel-Leg Pants,H&M,Dark taupe,29.99,29.99,29.99,USD,Available,False,True,True,ladies_trousers_barrel,"8, 6, 4, 2, 10",5,10,https://www2.hm.com/en_us/productpage.1342781001.html,https://image.hm.com/assets/hm/c7/76/c77607d5493364988149ebc4c2fb0cfe2124162c.jpg,H&M
1348993001,Cap-Sleeved Crinkled Dress,H&M,Rust brown,24.99,24.99,24.99,USD,Available,False,False,True,ladies_dresses_mididresses,"L, XL, S, M, XS",5,10,https://www2.hm.com/en_us/productpage.1348993001.html,https://image.hm.com/assets/hm/55/46/554634fb344ffcbcb2c026fdb4134d0af44c949e.jpg,H&M
1350285001,Belted Linen-Blend Shorts,H&M,Cream,59.99,59.99,59.99,USD,Available,False,True,True,Ladies_shorts_highwaisted,"6, 8, 10, 2, 4",5,10,https://www2.hm.com/en_us/productpage.1350285001.html,https://image.hm.com/assets/hm/8a/5a/8a5aec0c621ffa762e8d07ee5cad6674d4496b5b.jpg,H&M
